CODGEO,commune,code_dept,nom_dept,lat-commune,long-commune,z_moyen,statut,superficie,geometry_commune,Hypermarch�,Supermarch�,Grande surface de bricolage,Sup�rette,Epicerie,Boulangerie,Boucherie charcuterie,Produits surgel�s,Poissonnerie,Librairie papeterie journaux,Magasin de v�tements,Magasin d'�quipements du foyer,Magasin de chaussures,Magasin d'�lectrom�nager et de mat�riel audio-vid�o,Magasin de meubles,Magasin d'articles de sports et de loisirs,Magasin de rev�tements murs et sols,Droguerie quincaillerie bricolage,Parfumerie,Horlogerie Bijouterie,Fleuriste,Magasin d'optique,Magasin de mat�riel m�dical et orthop�dique,Station service,Nombre_m�nages_fiscaux,Nombre_personnes_dans_m�nages_fiscaux,Nbre_unit�s_de_consommation_dans_m�nages_fiscaux,m�diane_du_revenu_disponible_par_unit�_de_consommation_euro,P_2017_1T_cand_1er_Nom,P_2017_1T_cand_1er_% Voix/Exp,P_2017_2T_% Voix/Exp E Macron,P_2017_2T_% Voix/Exp M LePen,residential,secondary,service,tertiary,unclassified,primary,motorway,trunk,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Total_population hommes_2014,Total_population_femmes_2014,moyenne_age_H_2014,moyenne_age_F_2014,moyenne_HF_2014,population_2014,population_1999,population_1982,population_1968
9001,AIGUES JUNTES,09,ARIEGE,43.049817447033966,1.474525247197997,447,Commune simple,771,[[[[1.436965924956585, 43.05268329838218], [1.450866897875067, 43.05531483170422], [1.456883596456986, 43.06719722050534], [1.496285658069148, 43.050039726300575], [1.5068297227499432, 43.04264652777855], [1.5046553957925162, 43.039745917461765], [1.4927225051429152, 43.03326472632977], [1.464956691894813, 43.04795588153427], [1.448409712354764, 43.04680560929628], [1.436965924956585, 43.05268329838218]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,M�LENCHON,52.17,86.67,13.33,0.0,0.0,0.838397396,5.18079915,3.12028627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,26,54.8,54.6,54.7,58,49,59,81
